133630,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12447,27,4001,5,40
133630,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12461,27,4002,5,40
133630,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12464,30,4003,5,40
133630,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12469,21,4004,5,40
133628,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12484,27,4005,5,40
133628,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12488,30,4006,5,40
133625,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12489,30,4007,5,40
133625,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12491,27,4008,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12492,-2,4009,5,40
133628,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12506,30,4010,5,40
133628,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12513,27,4011,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12531,27,4012,5,40
133633,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12537,21,4013,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12542,-2,4014,5,40
133633,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12544,15,4015,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12547,24,4016,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12548,18,4017,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12550,30,4018,5,40
133633,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12553,30,4019,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12554,-2,4020,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12556,30,4021,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12557,-2,4022,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12558,21,4023,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12560,-2,4024,5,40
133634,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12562,27,4025,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12563,-2,4026,5,40
133634,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12564,30,4027,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12567,-2,4028,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12568,21,4029,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12570,-2,4030,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12575,24,4031,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12576,-2,4032,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12579,24,4033,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12582,30,4034,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12583,27,4035,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12584,-2,4036,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12585,27,4037,5,40
133634,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12586,27,4038,5,40
133632,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12589,15,4039,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12591,-2,4040,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12592,-2,4041,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12593,-2,4042,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12594,18,4043,5,40
133629,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12599,24,4044,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12600,18,4045,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12616,-2,4046,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12620,-2,4047,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12627,24,4048,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12628,-2,4049,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12630,30,4050,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12631,18,4051,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12632,-2,4052,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12633,15,4053,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12634,-2,4054,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12635,24,4055,5,40
133633,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12636,9,4056,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12637,12,4057,5,40
133634,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12639,24,4058,5,40
133634,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12641,24,4059,5,40
133632,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12642,18,4060,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12643,-2,4061,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12645,-2,4062,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12646,-2,4063,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12648,18,4064,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12649,21,4065,5,40
133626,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12650,18,4066,5,40
133633,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12651,27,4067,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12652,-2,4068,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12653,21,4069,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12655,24,4070,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12658,24,4071,5,40
133633,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12659,27,4072,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12660,-2,4073,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12661,15,4074,5,40
133632,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12662,18,4075,5,40
133627,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12663,-2,4076,5,40
133631,268,20162,5,Chemistry,2016-2017-1,7,2017/1/13 0:00,12664,24,4077,5,40
