133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12447,-2,4001
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12461,-2,4002
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12464,-2,4003
133600,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12469,24,4004
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12484,-2,4005
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12488,-2,4006
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12489,-2,4007
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12491,-2,4008
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12492,-2,4009
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12506,-2,4010
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12513,-2,4011
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12531,-2,4012
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12537,-2,4013
133596,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12542,30,4014
133603,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12544,30,4015
133596,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12547,30,4016
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12548,-2,4017
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12550,-2,4018
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12553,-2,4019
133603,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12554,30,4020
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12556,-2,4021
133596,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12557,24,4022
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12558,-2,4023
133603,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12560,30,4024
133604,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12562,30,4025
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12563,-2,4026
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12564,-2,4027
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12567,24,4028
133602,268,20162,8,Geography,2016-2017-1,7,2017/1/13 0:00,12568,-2,4029
