133641,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12447,-2,4001,7,40
133640,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12461,30,4002,7,40
133640,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12464,30,4003,7,40
133640,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12469,24,4004,7,40
133638,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12484,27,4005,7,40
133638,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12488,24,4006,7,40
133635,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12489,30,4007,7,40
133635,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12491,24,4008,7,40
133638,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12492,21,4009,7,40
133638,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12506,24,4010,7,40
133638,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12513,24,4011,7,40
133636,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12531,30,4012,7,40
133641,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12537,-2,4013,7,40
133636,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12542,18,4014,7,40
133641,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12544,-2,4015,7,40
133636,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12547,21,4016,7,40
133641,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12548,27,4017,7,40
133636,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12550,21,4018,7,40
133643,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12553,30,4019,7,40
133643,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12554,12,4020,7,40
133636,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12556,30,4021,7,40
133636,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12557,18,4022,7,40
133636,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12558,15,4023,7,40
133643,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12560,21,4024,7,40
133644,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12562,18,4025,7,40
133641,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12563,-2,4026,7,40
133644,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12564,15,4027,7,40
133642,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12567,15,4028,7,40
133641,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12568,18,4029,7,40
133644,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12570,15,4030,7,40
133641,268,20162,4,Physics,2016-2017-1,7,2017/1/13 0:00,12575,27,4031,7,40
