133650,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12447,126,4001
133650,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12461,110,4002
133650,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12464,124,4003
133650,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12469,114,4004
133648,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12484,125,4005
133648,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12488,104,4006
133645,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12489,121,4007
133645,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12491,123,4008
133648,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12492,114,4009
133648,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12506,99,4010
133648,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12513,108,4011
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12531,104,4012
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12537,91,4013
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12542,120,4014
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12544,109,4015
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12547,107,4016
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12548,112,4017
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12550,102,4018
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12553,118,4019
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12554,110,4020
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12556,110,4021
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12557,108,4022
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12558,115,4023
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12560,102,4024
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12562,116,4025
133652,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12563,124,4026
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12564,104,4027
133652,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12567,99,4028
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12568,108,4029
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12570,116,4030
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12575,122,4031
133652,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12576,116,4032
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12579,124,4033
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12582,118,4034
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12583,108,4035
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12584,112,4036
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12585,115,4037
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12586,115,4038
133652,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12589,120,4039
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12591,105,4040
133652,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12592,124,4041
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12593,114,4042
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12594,98,4043
133649,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12599,108,4044
133647,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12600,110,4045
133647,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12616,124,4046
133647,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12620,124,4047
133647,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12627,120,4048
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12628,114,4049
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12630,128,4050
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12631,120,4051
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12632,118,4052
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12633,106,4053
133652,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12634,107,4054
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12635,118,4055
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12636,98,4056
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12637,111,4057
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12639,106,4058
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12641,104,4059
133652,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12642,123,4060
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12643,120,4061
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12645,120,4062
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12646,112,4063
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12648,111,4064
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12649,116,4065
133646,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12650,106,4066
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12651,120,4067
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12652,94,4068
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12653,122,4069
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12655,103,4070
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12658,114,4071
133653,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12659,101,4072
133654,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12660,106,4073
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12661,109,4074
133652,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12662,114,4075
133652,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12663,114,4076
133651,268,20162,3,English,2016-2017-1,7,2017/1/13 0:00,12664,114,4077
