133620,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12447,30,4001
133620,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12461,30,4002
133620,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12464,30,4003
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12469,-2,4004
133618,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12484,27,4005
133618,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12488,27,4006
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12489,-2,4007
133615,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12491,24,4008
133618,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12492,30,4009
133618,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12506,18,4010
133618,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12513,21,4011
133616,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12531,24,4012
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12537,12,4013
133616,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12542,27,4014
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12544,18,4015
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12547,-2,4016
133621,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12548,27,4017
133616,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12550,18,4018
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12553,24,4019
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12554,24,4020
133616,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12556,24,4021
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12557,-2,4022
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12558,-2,4023
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12560,21,4024
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12562,-2,4025
133622,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12563,21,4026
133624,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12564,18,4027
133622,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12567,15,4028
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12568,-2,4029
133624,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12570,21,4030
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12575,-2,4031
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12576,-2,4032
133616,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12579,21,4033
133623,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12582,-2,4034
133621,268,20162,6,Biology,2016-2017-1,7,2017/1/13 0:00,12583,24,4035
