141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14455,114,1001,2,13
141244,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14456,130,1002,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14457,97,1003,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14458,120,1004,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14459,127,1005,2,13
141243,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14460,115,1006,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14461,121,1007,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14462,130,1008,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14463,126,1009,2,13
141243,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14464,102,1010,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14465,121,1011,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14466,112,1012,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14467,109,1013,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14468,127,1014,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14469,111,1015,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14470,132,1016,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14471,129,1017,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14472,118,1018,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14473,111,1019,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14474,126,1020,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14475,120,1021,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14476,129,1022,2,13
141244,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14477,117,1023,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14478,118,1024,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14479,111,1025,2,13
141244,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14480,126,1026,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14481,100,1027,2,13
141243,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14482,138,1028,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14483,141,1029,2,13
141243,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14485,94,1030,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14486,129,1031,2,13
141243,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14487,136,1032,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14488,142,1033,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14489,115,1034,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14491,111,1035,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14492,123,1036,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14493,123,1037,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14494,126,1038,2,13
141244,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14495,117,1039,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14496,120,1040,2,13
141244,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14497,132,1041,2,13
141242,292,2017学年度第二学期期中考试,2,Math,2017-2018-2,2,2018/4/23 0:00,14498,130,1042,2,13
