93,1001,1,11
104,1002,1,11
104,1003,1,11
103,1004,1,11
113,1005,1,11
105,1006,1,11
103,1007,1,11
96,1008,1,11
106,1009,1,11
100,1010,1,11
102,1011,1,11
105,1012,1,11
101,1013,1,11
102,1014,1,11
114,1015,1,11
119,1016,1,11
108,1017,1,11
112,1018,1,11
104,1019,1,11
96,1020,1,11
113,1021,1,11
99,1022,1,11
112,1023,1,11
105,1024,1,11
109,1025,1,11
91,1026,1,11
100,1027,1,11
96,1028,1,11
103,1029,1,11
102,1030,1,11
96,1031,1,11
96,1032,1,11
97,1033,1,11
101,1034,1,11
98,1035,1,11
105,1036,1,11
96,1037,1,11
108,1038,1,11
97,1039,1,11
98,1040,1,11
96,1041,1,11
84,1042,1,11
98,1043,1,11
101,1044,1,11
101,1045,1,11
96,1046,1,11
101,1047,1,11
96,1048,1,11
108,1049,1,11
99,1050,1,11
85,1051,1,11
89,1052,1,11
97,1053,1,11
106,1054,1,11
93,1055,1,11
92,1056,1,11
97,1057,1,11
95,1058,1,11
116,1059,1,11
87,1060,1,11
90,1061,1,11
105,1062,1,11
100,1063,1,11
99,1064,1,11
103,1065,1,11
96,1066,1,11
98,1067,1,11
88,1068,1,11
110,1069,1,11
95,1070,1,11
78,1071,1,11
94,1072,1,11
96,1073,1,11
96,1074,1,11
98,1075,1,11
106,1076,1,11
105,1077,1,11
106,1078,1,11
94,1079,1,11
91,1080,1,11
97,1081,1,11
108,1082,1,11
116,1083,1,11
106,1084,1,11
98,1085,1,11
99,1086,1,11
