72,1001,4,11
67,1002,4,11
59,1003,4,11
90,1004,4,11
81,1005,4,11
83,1006,4,11
71,1007,4,11
81,1008,4,11
89,1009,4,11
64,1010,4,11
82,1011,4,11
82,1012,4,11
78,1013,4,11
89,1014,4,11
78,1015,4,11
88,1016,4,11
94,1017,4,11
78,1018,4,11
74,1019,4,11
79,1020,4,11
85,1021,4,11
83,1022,4,11
86,1023,4,11
87,1024,4,11
82,1025,4,11
89,1026,4,11
75,1027,4,11
76,1028,4,11
90,1029,4,11
68,1030,4,11
95,1031,4,11
84,1032,4,11
86,1033,4,11
86,1034,4,11
91,1035,4,11
100,1036,4,11
82,1037,4,11
88,1038,4,11
84,1039,4,11
86,1040,4,11
91,1041,4,11
89,1042,4,11
93,1043,4,11
82,1044,4,11
86,1045,4,11
71,1046,4,11
93,1047,4,11
74,1048,4,11
96,1049,4,11
93,1050,4,11
79,1051,4,11
80,1052,4,11
78,1053,4,11
69,1054,4,11
75,1055,4,11
53,1056,4,11
82,1057,4,11
80,1058,4,11
61,1059,4,11
70,1060,4,11
75,1061,4,11
36,1062,4,11
55,1063,4,11
46,1064,4,11
65,1065,4,11
39,1066,4,11
72,1067,4,11
53,1068,4,11
98,1069,4,11
52,1070,4,11
58,1071,4,11
65,1072,4,11
66,1073,4,11
31,1074,4,11
36,1075,4,11
83,1076,4,11
64,1077,4,11
71,1078,4,11
69,1079,4,11
72,1080,4,11
54,1081,4,11
64,1082,4,11
67,1083,4,11
68,1084,4,11
69,1085,4,11
69,1086,4,11
