117.5,1001,3,11
125.5,1002,3,11
128,1003,3,11
132,1004,3,11
123,1005,3,11
122,1006,3,11
129.5,1007,3,11
123,1008,3,11
130.5,1009,3,11
133,1010,3,11
122,1011,3,11
135,1012,3,11
127,1013,3,11
131.5,1014,3,11
133,1015,3,11
133,1016,3,11
126,1017,3,11
129,1018,3,11
130.5,1019,3,11
129.5,1020,3,11
125.5,1021,3,11
118.5,1022,3,11
120.5,1023,3,11
138.5,1024,3,11
129,1025,3,11
125,1026,3,11
119,1027,3,11
118,1028,3,11
129.5,1029,3,11
118.5,1030,3,11
122.5,1031,3,11
109.5,1032,3,11
119.5,1033,3,11
126,1034,3,11
122.5,1035,3,11
130.5,1036,3,11
121.5,1037,3,11
125,1038,3,11
128,1039,3,11
131.5,1040,3,11
128,1041,3,11
126.5,1042,3,11
126.5,1043,3,11
116,1044,3,11
122,1045,3,11
123,1046,3,11
122.5,1047,3,11
121.5,1048,3,11
126.5,1049,3,11
129.5,1050,3,11
127,1051,3,11
120.5,1052,3,11
122.5,1053,3,11
120.5,1054,3,11
126,1055,3,11
117.5,1056,3,11
131,1057,3,11
136,1058,3,11
132.5,1059,3,11
132,1060,3,11
117,1061,3,11
131,1062,3,11
135.5,1063,3,11
122.5,1064,3,11
134,1065,3,11
124,1066,3,11
129,1067,3,11
113.5,1068,3,11
127.5,1069,3,11
122,1070,3,11
122,1071,3,11
122.5,1072,3,11
122,1073,3,11
128,1074,3,11
122,1075,3,11
125.5,1076,3,11
132.5,1077,3,11
124.5,1078,3,11
117,1079,3,11
122.5,1080,3,11
124,1081,3,11
115,1082,3,11
123,1083,3,11
121.5,1084,3,11
123.5,1085,3,11
130.5,1086,3,11
