62,1001,6,11
84,1002,6,11
88,1003,6,11
94,1004,6,11
87,1005,6,11
80,1006,6,11
68,1007,6,11
82,1008,6,11
90,1009,6,11
89,1010,6,11
88,1011,6,11
92,1012,6,11
81,1013,6,11
85,1014,6,11
88,1015,6,11
86,1016,6,11
96,1017,6,11
87,1018,6,11
79,1019,6,11
78,1020,6,11
92,1021,6,11
89,1022,6,11
86,1023,6,11
91,1024,6,11
90,1025,6,11
96,1026,6,11
79,1027,6,11
93,1028,6,11
91,1029,6,11
71,1030,6,11
81,1031,6,11
86,1032,6,11
85,1033,6,11
86,1034,6,11
87,1035,6,11
73,1036,6,11
69,1037,6,11
83,1038,6,11
81,1039,6,11
74,1040,6,11
80,1041,6,11
91,1042,6,11
85,1043,6,11
89,1044,6,11
90,1045,6,11
71,1046,6,11
69,1047,6,11
81,1048,6,11
92,1049,6,11
81,1050,6,11
86,1051,6,11
88,1052,6,11
68,1053,6,11
87,1054,6,11
81,1055,6,11
79,1056,6,11
84,1057,6,11
89,1058,6,11
77,1059,6,11
88,1060,6,11
78,1061,6,11
72,1062,6,11
73,1063,6,11
47,1064,6,11
82,1065,6,11
46,1066,6,11
84,1067,6,11
73,1068,6,11
84,1069,6,11
75,1070,6,11
68,1071,6,11
78,1072,6,11
79,1073,6,11
79,1074,6,11
78,1075,6,11
94,1076,6,11
76,1077,6,11
69,1078,6,11
84,1079,6,11
70,1080,6,11
55,1081,6,11
94,1082,6,11
67,1083,6,11
88,1084,6,11
74,1085,6,11
78,1086,6,11
