94,1001,2,11
78,1002,2,11
106,1003,2,11
119,1004,2,11
132,1005,2,11
111,1006,2,11
134,1007,2,11
120,1008,2,11
115,1009,2,11
123,1010,2,11
126,1011,2,11
111,1012,2,11
133,1013,2,11
105,1014,2,11
121,1015,2,11
130,1016,2,11
106,1017,2,11
125,1018,2,11
112,1019,2,11
129,1020,2,11
113,1021,2,11
136,1022,2,11
111,1023,2,11
129,1024,2,11
120,1025,2,11
129,1026,2,11
98,1027,2,11
141,1028,2,11
150,1029,2,11
86,1030,2,11
120,1031,2,11
139,1032,2,11
141,1033,2,11
129,1034,2,11
128,1035,2,11
139,1036,2,11
128,1037,2,11
144,1038,2,11
96,1039,2,11
113,1040,2,11
128,1041,2,11
136,1042,2,11
139,1043,2,11
127,1044,2,11
117,1045,2,11
119,1046,2,11
136,1047,2,11
121,1048,2,11
135,1049,2,11
118,1050,2,11
119,1051,2,11
126,1052,2,11
113,1053,2,11
116,1054,2,11
95,1055,2,11
78,1056,2,11
134,1057,2,11
104,1058,2,11
101,1059,2,11
104,1060,2,11
114,1061,2,11
92,1062,2,11
84,1063,2,11
115,1064,2,11
115,1065,2,11
79,1066,2,11
108,1067,2,11
87,1068,2,11
112,1069,2,11
102,1070,2,11
111,1071,2,11
117,1072,2,11
117,1073,2,11
87,1074,2,11
79,1075,2,11
129,1076,2,11
82,1077,2,11
114,1078,2,11
127,1079,2,11
99,1080,2,11
105,1081,2,11
104,1082,2,11
110,1083,2,11
111,1084,2,11
103,1085,2,11
108,1086,2,11
