73,1001,8,11
68,1002,8,11
86,1003,8,11
83,1004,8,11
77,1005,8,11
85,1006,8,11
85,1007,8,11
85,1008,8,11
92,1009,8,11
81,1010,8,11
91,1011,8,11
91,1012,8,11
80,1013,8,11
88,1014,8,11
85,1015,8,11
79,1016,8,11
87,1017,8,11
74,1018,8,11
66,1019,8,11
77,1020,8,11
86,1021,8,11
80,1022,8,11
89,1023,8,11
87,1024,8,11
78,1025,8,11
77,1026,8,11
87,1027,8,11
84,1028,8,11
87,1029,8,11
69,1030,8,11
80,1031,8,11
86,1032,8,11
72,1033,8,11
75,1034,8,11
87,1035,8,11
86,1036,8,11
72,1037,8,11
76,1038,8,11
77,1039,8,11
86,1040,8,11
73,1041,8,11
74,1042,8,11
78,1043,8,11
86,1044,8,11
91,1045,8,11
84,1046,8,11
69,1047,8,11
78,1048,8,11
91,1049,8,11
93,1050,8,11
87,1051,8,11
88,1052,8,11
69,1053,8,11
78,1054,8,11
83,1055,8,11
80,1056,8,11
87,1057,8,11
89,1058,8,11
83,1059,8,11
87,1060,8,11
82,1061,8,11
71,1062,8,11
69,1063,8,11
77,1064,8,11
79,1065,8,11
74,1066,8,11
86,1067,8,11
88,1068,8,11
95,1069,8,11
85,1070,8,11
73,1071,8,11
78,1072,8,11
83,1073,8,11
70,1074,8,11
78,1075,8,11
91,1076,8,11
89,1077,8,11
84,1078,8,11
83,1079,8,11
80,1080,8,11
63,1081,8,11
88,1082,8,11
85,1083,8,11
83,1084,8,11
80,1085,8,11
84,1086,8,11
