13489,115,2001,3,27
13492,124,2002,3,27
13494,112,2003,3,27
13500,111,2004,3,27
13506,-2,2005,3,27
13524,128,2006,3,27
13527,108.5,2007,3,27
13536,119,2008,3,27
13548,-2,2009,3,27
13551,125,2010,3,27
13553,113,2011,3,27
13555,102.5,2012,3,27
13557,-2,2013,3,27
13559,107.5,2014,3,27
13565,-2,2015,3,27
13568,-2,2016,3,27
13569,127.5,2017,3,27
13572,-2,2018,3,27
13580,126.5,2019,3,27
13583,105,2020,3,27
13584,-2,2021,3,27
13586,131,2022,3,27
13588,122.5,2023,3,27
13592,127.5,2024,3,27
13595,-2,2025,3,27
13596,123.5,2026,3,27
13601,-2,2027,3,27
13614,121,2028,3,27
13617,128.5,2029,3,27
13618,125.5,2030,3,27
13619,136,2031,3,27
13620,127.5,2032,3,27
13627,119,2033,3,27
13629,-2,2034,3,27
13632,115.5,2035,3,27
13633,122.5,2036,3,27
13637,125.5,2037,3,27
13646,105,2038,3,27
13648,-2,2039,3,27
13654,130,2040,3,27
13667,-2,2041,3,27
13669,-2,2042,3,27
13670,124.5,2043,3,27
13677,114.5,2044,3,27
13680,120.5,2045,3,27
13681,100,2046,3,27
13685,-2,2047,3,27
13685,-2,2048,3,27
13691,116,2049,3,27
13695,122.5,2050,3,27
13696,110,2051,3,27
13708,128.5,2052,3,27
13714,120.5,2053,3,27
13719,110,2054,3,27
13726,126,2055,3,27
13729,117,2056,3,27
13734,119.5,2057,3,27
13747,106.5,2058,3,27
13749,107.5,2059,3,27
13750,114,2060,3,27
13752,121,2061,3,27
13753,111.5,2062,3,27
13767,125.5,2063,3,27
13768,-2,2064,3,27
13769,-2,2065,3,27
13775,113.5,2066,3,27
13791,-2,2067,3,27
13793,104.5,2068,3,27
13794,111,2069,3,27
13795,-2,2070,3,27
13796,130.5,2071,3,27
13797,-2,2072,3,27
13798,-2,2073,3,27
13806,116,2074,3,27
13815,-2,2075,3,27
13820,-2,2076,3,27
13821,110,2077,3,27
13824,-2,2078,3,27
13826,128.5,2079,3,27
13828,125.5,2080,3,27
