13489,107,2001,2,27
13492,120,2002,2,27
13494,125,2003,2,27
13500,109,2004,2,27
13506,125,2005,2,27
13524,130,2006,2,27
13527,125,2007,2,27
13536,128,2008,2,27
13548,103,2009,2,27
13551,86,2010,2,27
13553,93,2011,2,27
13555,106,2012,2,27
13557,137,2013,2,27
13559,99,2014,2,27
13565,89,2015,2,27
13568,117,2016,2,27
13569,87,2017,2,27
13572,114,2018,2,27
13580,103,2019,2,27
13583,94,2020,2,27
13584,120,2021,2,27
13586,132,2022,2,27
13588,117,2023,2,27
13592,132,2024,2,27
13595,127,2025,2,27
13596,81,2026,2,27
13601,90,2027,2,27
13614,117,2028,2,27
13617,135,2029,2,27
13618,99,2030,2,27
13619,119,2031,2,27
13620,137,2032,2,27
13627,122,2033,2,27
13629,91,2034,2,27
13632,115,2035,2,27
13633,110,2036,2,27
13637,123,2037,2,27
13646,113,2038,2,27
13648,118,2039,2,27
13654,115,2040,2,27
13667,112,2041,2,27
13669,92,2042,2,27
13670,91,2043,2,27
13677,104,2044,2,27
13680,108,2045,2,27
13681,77,2046,2,27
13685,93,2047,2,27
13685,94,2048,2,27
13691,127,2049,2,27
13695,132,2050,2,27
13696,108,2051,2,27
13708,128,2052,2,27
13714,134,2053,2,27
13719,77,2054,2,27
13726,112,2055,2,27
13729,132,2056,2,27
13734,120,2057,2,27
13747,102,2058,2,27
13749,114,2059,2,27
13750,124,2060,2,27
13752,89,2061,2,27
13753,125,2062,2,27
13767,123,2063,2,27
13768,74,2064,2,27
13769,101,2065,2,27
13775,122,2066,2,27
13791,95,2067,2,27
13793,119,2068,2,27
13794,132,2069,2,27
13795,96,2070,2,27
13796,118,2071,2,27
13797,110,2072,2,27
13798,97,2073,2,27
13806,113,2074,2,27
13815,111,2075,2,27
13820,98,2076,2,27
13821,113,2077,2,27
13824,99,2078,2,27
13826,111,2079,2,27
13828,119,2080,2,27
