13489,-2,2001,5,27
13492,82,2002,5,27
13494,80,2003,5,27
13500,69,2004,5,27
13506,89,2005,5,27
13524,84,2006,5,27
13527,-2,2007,5,27
13536,89,2008,5,27
13548,75,2009,5,27
13551,-2,2010,5,27
13553,73,2011,5,27
13555,-2,2012,5,27
13557,-2,2013,5,27
13559,70,2014,5,27
13565,-2,2015,5,27
13568,70,2016,5,27
13569,83,2017,5,27
13572,-2,2018,5,27
13580,84,2019,5,27
13583,-2,2020,5,27
13584,71,2021,5,27
13586,83,2022,5,27
13588,-2,2023,5,27
13592,-2,2024,5,27
13595,-2,2025,5,27
13596,-2,2026,5,27
13601,-2,2027,5,27
13614,-2,2028,5,27
13617,-2,2029,5,27
13618,74,2030,5,27
13619,-2,2031,5,27
13620,-2,2032,5,27
13627,-2,2033,5,27
13629,-2,2034,5,27
13632,73,2035,5,27
13633,81,2036,5,27
13637,-2,2037,5,27
13646,77,2038,5,27
13648,78,2039,5,27
13654,84,2040,5,27
13667,77,2041,5,27
13669,-2,2042,5,27
13670,68,2043,5,27
13677,77,2044,5,27
13680,-2,2045,5,27
13681,70,2046,5,27
13685,-2,2047,5,27
13685,-2,2048,5,27
13691,84,2049,5,27
13695,-2,2050,5,27
13696,72,2051,5,27
13708,78,2052,5,27
13714,89,2053,5,27
13719,-2,2054,5,27
13726,87,2055,5,27
13729,84,2056,5,27
13734,88,2057,5,27
13747,-2,2058,5,27
13749,-2,2059,5,27
13750,87,2060,5,27
13752,-2,2061,5,27
13753,74,2062,5,27
13767,75,2063,5,27
13768,51,2064,5,27
13769,76,2065,5,27
13775,78,2066,5,27
13791,-2,2067,5,27
13793,89,2068,5,27
13794,72,2069,5,27
13795,-2,2070,5,27
13796,83,2071,5,27
13797,72,2072,5,27
13798,-2,2073,5,27
13806,75,2074,5,27
13815,-2,2075,5,27
13820,-2,2076,5,27
13821,-2,2077,5,27
13824,-2,2078,5,27
13826,85,2079,5,27
13828,-2,2080,5,27
