13489,-2,2001,17,27
13492,-2,2002,17,27
13494,-2,2003,17,27
13500,-2,2004,17,27
13506,-2,2005,17,27
13524,-2,2006,17,27
13527,-2,2007,17,27
13536,-2,2008,17,27
13548,81,2009,17,27
13551,-2,2010,17,27
13553,-2,2011,17,27
13555,-2,2012,17,27
13557,-2,2013,17,27
13559,-2,2014,17,27
13565,-2,2015,17,27
13568,-2,2016,17,27
13569,86,2017,17,27
13572,-2,2018,17,27
13580,-2,2019,17,27
13583,-2,2020,17,27
13584,-2,2021,17,27
13586,-2,2022,17,27
13588,91,2023,17,27
13592,-2,2024,17,27
13595,-2,2025,17,27
13596,83,2026,17,27
13601,-2,2027,17,27
13614,-2,2028,17,27
13617,-2,2029,17,27
13618,-2,2030,17,27
13619,83,2031,17,27
13620,-2,2032,17,27
13627,89,2033,17,27
13629,-2,2034,17,27
13632,-2,2035,17,27
13633,-2,2036,17,27
13637,-2,2037,17,27
13646,-2,2038,17,27
13648,-2,2039,17,27
13654,-2,2040,17,27
13667,-2,2041,17,27
13669,-2,2042,17,27
13670,-2,2043,17,27
13677,-2,2044,17,27
13680,-2,2045,17,27
13681,-2,2046,17,27
13685,-2,2047,17,27
13685,-2,2048,17,27
13691,-2,2049,17,27
13695,-2,2050,17,27
13696,-2,2051,17,27
13708,-2,2052,17,27
13714,-2,2053,17,27
13719,-2,2054,17,27
13726,-2,2055,17,27
13729,-2,2056,17,27
13734,-2,2057,17,27
13747,-2,2058,17,27
13749,-2,2059,17,27
13750,-2,2060,17,27
13752,58,2061,17,27
13753,-2,2062,17,27
13767,-2,2063,17,27
13768,-2,2064,17,27
13769,-2,2065,17,27
13775,-2,2066,17,27
13791,-2,2067,17,27
13793,-2,2068,17,27
13794,-2,2069,17,27
13795,-2,2070,17,27
13796,-2,2071,17,27
13797,-2,2072,17,27
13798,-2,2073,17,27
13806,-2,2074,17,27
13815,89,2075,17,27
13820,-2,2076,17,27
13821,-2,2077,17,27
13824,-2,2078,17,27
13826,-2,2079,17,27
13828,-2,2080,17,27
