13489,60,2001,4,27
13492,71,2002,4,27
13494,52,2003,4,27
13500,63,2004,4,27
13506,59,2005,4,27
13524,-2,2006,4,27
13527,-2,2007,4,27
13536,77,2008,4,27
13548,-2,2009,4,27
13551,-2,2010,4,27
13553,67,2011,4,27
13555,58,2012,4,27
13557,90,2013,4,27
13559,51,2014,4,27
13565,-2,2015,4,27
13568,59,2016,4,27
13569,-2,2017,4,27
13572,70,2018,4,27
13580,-2,2019,4,27
13583,54,2020,4,27
13584,70,2021,4,27
13586,-2,2022,4,27
13588,-2,2023,4,27
13592,72,2024,4,27
13595,83,2025,4,27
13596,-2,2026,4,27
13601,-2,2027,4,27
13614,65,2028,4,27
13617,65,2029,4,27
13618,60,2030,4,27
13619,74,2031,4,27
13620,-2,2032,4,27
13627,-2,2033,4,27
13629,-2,2034,4,27
13632,-2,2035,4,27
13633,58,2036,4,27
13637,-2,2037,4,27
13646,67,2038,4,27
13648,-2,2039,4,27
13654,-2,2040,4,27
13667,80,2041,4,27
13669,-2,2042,4,27
13670,-2,2043,4,27
13677,64,2044,4,27
13680,79,2045,4,27
13681,55,2046,4,27
13685,-2,2047,4,27
13685,-2,2048,4,27
13691,-2,2049,4,27
13695,72,2050,4,27
13696,60,2051,4,27
13708,70,2052,4,27
13714,-2,2053,4,27
13719,63,2054,4,27
13726,60,2055,4,27
13729,-2,2056,4,27
13734,75,2057,4,27
13747,60,2058,4,27
13749,77,2059,4,27
13750,-2,2060,4,27
13752,54,2061,4,27
13753,-2,2062,4,27
13767,-2,2063,4,27
13768,-2,2064,4,27
13769,73,2065,4,27
13775,50,2066,4,27
13791,-2,2067,4,27
13793,65,2068,4,27
13794,-2,2069,4,27
13795,-2,2070,4,27
13796,-2,2071,4,27
13797,67,2072,4,27
13798,-2,2073,4,27
13806,-2,2074,4,27
13815,74,2075,4,27
13820,-2,2076,4,27
13821,62,2077,4,27
13824,-2,2078,4,27
13826,73,2079,4,27
13828,69,2080,4,27
