13489,114,13489,1,27
13492,117,13492,1,27
13494,100,13494,1,27
13500,100,13500,1,27
13506,100,13506,1,27
13524,108,13524,1,27
13527,110,13527,1,27
13536,114,13536,1,27
13548,111,13548,1,27
13551,120,13551,1,27
13553,99,13553,1,27
13555,98,13555,1,27
13557,114,13557,1,27
13559,98,13559,1,27
13565,-2,13565,1,27
13568,114,13568,1,27
13569,118,13569,1,27
13572,109,13572,1,27
13580,117,13580,1,27
13583,101,13583,1,27
13584,106,13584,1,27
13586,113,13586,1,27
13588,114,13588,1,27
13592,114,13592,1,27
13595,120,13595,1,27
13596,102,13596,1,27
13601,-2,13601,1,27
13614,105,13614,1,27
13617,117,13617,1,27
13618,114,13618,1,27
13619,114,13619,1,27
13620,113,13620,1,27
13627,111,13627,1,27
13629,-2,13629,1,27
13632,108,13632,1,27
13633,111,13633,1,27
13637,105,13637,1,27
13646,96,13646,1,27
13648,104,13648,1,27
13654,116,13654,1,27
13667,114,13667,1,27
13669,-2,13669,1,27
13670,119,13670,1,27
13677,104,13677,1,27
13680,105,13678,1,27
13681,98,13680,1,27
13685,-2,13681,1,27
13685,-2,13685,1,27
13691,108,13691,1,27
13695,112,13695,1,27
13696,105,13696,1,27
13708,116,13708,1,27
13714,117,13714,1,27
13719,108,13719,1,27
13726,111,13726,1,27
13729,122,13729,1,27
13734,111,13734,1,27
13747,104,13747,1,27
13749,100,13749,1,27
13750,118,13750,1,27
13752,116,13752,1,27
13753,110,13753,1,27
13767,108,13767,1,27
13768,105,13768,1,27
13769,113,13769,1,27
13775,105,13775,1,27
13791,-2,13791,1,27
13793,99,13793,1,27
13794,107,13794,1,27
13795,-2,13795,1,27
13796,118,13796,1,27
13797,106,13797,1,27
13798,-2,13798,1,27
13806,102,13806,1,27
13815,109,13815,1,27
13820,-2,13820,1,27
13821,111,13821,1,27
13824,-2,13824,1,27
13826,112,13826,1,27
13828,109,13828,1,27
